Race,Percentage,Sch_Div
American Indian or Alaska Native,0.533333333,Washington District Elementary Westmoreland County Public Schools
"White, not of Hispanic origin",50.71315372,Berkeley Middle Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",22.02852615,Berkeley Middle Williamsburg-James City County Public Schools
Hispanic,16.32329635,Berkeley Middle Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",9.033280507,Berkeley Middle Williamsburg-James City County Public Schools
Asian,1.426307448,Berkeley Middle Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.316957211,Berkeley Middle Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.158478605,Berkeley Middle Williamsburg-James City County Public Schools
"White, not of Hispanic origin",48.39319471,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",19.28166352,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
Hispanic,18.52551985,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",10.77504726,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
Asian,2.079395085,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.756143667,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.189035917,Clara Byrd Baker Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",48.87218045,D.J. Montague Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",27.81954887,D.J. Montague Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",10.90225564,D.J. Montague Elementary Williamsburg-James City County Public Schools
Hispanic,9.398496241,D.J. Montague Elementary Williamsburg-James City County Public Schools
Asian,2.819548872,D.J. Montague Elementary Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.187969925,D.J. Montague Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",59.14179104,J. Blaine Blayton Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",17.35074627,J. Blaine Blayton Elementary Williamsburg-James City County Public Schools
Hispanic,11.38059701,J. Blaine Blayton Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",9.328358209,J. Blaine Blayton Elementary Williamsburg-James City County Public Schools
Asian,2.798507463,J. Blaine Blayton Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",49.72477064,James Blair Middle Williamsburg-James City County Public Schools
Hispanic,21.10091743,James Blair Middle Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",17.79816514,James Blair Middle Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",7.339449541,James Blair Middle Williamsburg-James City County Public Schools
Asian,3.853211009,James Blair Middle Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.183486239,James Blair Middle Williamsburg-James City County Public Schools
Hispanic,44.28571429,James River Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",23.80952381,James River Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",22.61904762,James River Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",8.333333333,James River Elementary Williamsburg-James City County Public Schools
Asian,0.714285714,James River Elementary Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.238095238,James River Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",65.07679871,Jamestown High Williamsburg-James City County Public Schools
Hispanic,15.5214228,Jamestown High Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",9.781729992,Jamestown High Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",6.628940986,Jamestown High Williamsburg-James City County Public Schools
Asian,2.748585287,Jamestown High Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.161681487,Jamestown High Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.080840744,Jamestown High Williamsburg-James City County Public Schools
"White, not of Hispanic origin",52.41864556,Lafayette High Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",22.77924362,Lafayette High Williamsburg-James City County Public Schools
Hispanic,13.98416887,Lafayette High Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",7.387862797,Lafayette High Williamsburg-James City County Public Schools
Asian,2.990325418,Lafayette High Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.263852243,Lafayette High Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.175901495,Lafayette High Williamsburg-James City County Public Schools
"White, not of Hispanic origin",49.78902954,Laurel Lane Elementary Williamsburg-James City County Public Schools
Hispanic,20.46413502,Laurel Lane Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",16.24472574,Laurel Lane Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",10.33755274,Laurel Lane Elementary Williamsburg-James City County Public Schools
Asian,3.164556962,Laurel Lane Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",55.73770492,Lois Hornsby Middle Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",20.05044136,Lois Hornsby Middle Williamsburg-James City County Public Schools
Hispanic,11.22320303,Lois Hornsby Middle Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",8.196721311,Lois Hornsby Middle Williamsburg-James City County Public Schools
Asian,4.035308953,Lois Hornsby Middle Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.504413619,Lois Hornsby Middle Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.25220681,Lois Hornsby Middle Williamsburg-James City County Public Schools
"White, not of Hispanic origin",62.96296296,Matoaka Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",13.33333333,Matoaka Elementary Williamsburg-James City County Public Schools
Hispanic,11.55555556,Matoaka Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",6.814814815,Matoaka Elementary Williamsburg-James City County Public Schools
Asian,5.185185185,Matoaka Elementary Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.148148148,Matoaka Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",52.64317181,Matthew Whaley Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",18.94273128,Matthew Whaley Elementary Williamsburg-James City County Public Schools
Hispanic,15.63876652,Matthew Whaley Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",11.23348018,Matthew Whaley Elementary Williamsburg-James City County Public Schools
Asian,1.101321586,Matthew Whaley Elementary Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.440528634,Matthew Whaley Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",51.30568356,Norge Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",18.12596006,Norge Elementary Williamsburg-James City County Public Schools
Hispanic,16.12903226,Norge Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",11.67434716,Norge Elementary Williamsburg-James City County Public Schools
Asian,2.150537634,Norge Elementary Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.614439324,Norge Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",64.37994723,Stonehouse Elementary Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",14.77572559,Stonehouse Elementary Williamsburg-James City County Public Schools
Hispanic,9.63060686,Stonehouse Elementary Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",9.102902375,Stonehouse Elementary Williamsburg-James City County Public Schools
Asian,1.715039578,Stonehouse Elementary Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.263852243,Stonehouse Elementary Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.131926121,Stonehouse Elementary Williamsburg-James City County Public Schools
"White, not of Hispanic origin",58.76623377,Toano Middle Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",16.07142857,Toano Middle Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",11.68831169,Toano Middle Williamsburg-James City County Public Schools
Hispanic,9.902597403,Toano Middle Williamsburg-James City County Public Schools
Asian,2.922077922,Toano Middle Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.324675325,Toano Middle Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.324675325,Toano Middle Williamsburg-James City County Public Schools
"White, not of Hispanic origin",58.32083958,Warhill High Williamsburg-James City County Public Schools
"Black, not of Hispanic origin",17.91604198,Warhill High Williamsburg-James City County Public Schools
Hispanic,11.69415292,Warhill High Williamsburg-James City County Public Schools
"Non-Hispanic, two or more races",9.370314843,Warhill High Williamsburg-James City County Public Schools
Asian,1.949025487,Warhill High Williamsburg-James City County Public Schools
American Indian or Alaska Native,0.59970015,Warhill High Williamsburg-James City County Public Schools
Native Hawaiian  or Pacific Islander,0.149925037,Warhill High Williamsburg-James City County Public Schools
Hispanic,45.16129032,Daniel Morgan Intermediate Winchester City Public Schools
"White, not of Hispanic origin",34.80475382,Daniel Morgan Intermediate Winchester City Public Schools
"Black, not of Hispanic origin",8.998302207,Daniel Morgan Intermediate Winchester City Public Schools
"Non-Hispanic, two or more races",8.998302207,Daniel Morgan Intermediate Winchester City Public Schools
Asian,1.867572156,Daniel Morgan Intermediate Winchester City Public Schools
American Indian or Alaska Native,0.169779287,Daniel Morgan Intermediate Winchester City Public Schools
Hispanic,43.49919743,Daniel Morgan Middle Winchester City Public Schools
"White, not of Hispanic origin",34.67094703,Daniel Morgan Middle Winchester City Public Schools
"Black, not of Hispanic origin",11.71749599,Daniel Morgan Middle Winchester City Public Schools
"Non-Hispanic, two or more races",7.704654896,Daniel Morgan Middle Winchester City Public Schools
